id,district,blocks,clusters,genre,types,school_name,mobile_no,dates,months,years,question1,question2,question3,question4,question5,question6
1,bangalore_urban,anekal taluk,kasaba 2,preschool,Anganwadi,KUVEMPUNAGARA B,919886042017,17,7,2013,1,,,,,
2,bangalore_rural,anekal taluk,kasaba 2,preschool,Anganwadi,KUVEMPUNAGARA B,919448355960,18,9,2013,1,1,1,1,,
3,bangalore_rural,anekal taluk,kasaba 2,preschool,Anganwadi,KUVEMPUNAGARA B,9900080412,6,2,2009,1,1,1,1,,
4,bangalore_rural,anekal,anekal,school,Upper Primary,GKHPS  ANEKAL,919886042017,18,9,2013,1,,,,,
5,bangalore_rural,sumangali seva ashrama,dodda banaswadi,preschool,Anganwadi,KARIYANAPALYA2,9741390717,18,9,2013,1,0,1,1,331,2
6,bangalore_rural,sumangali seva ashrama,dodda banaswadi,preschool,Anganwadi,KARIYAN PALYA1,9741390717,18,9,2013,1,1,1,1,15,2
7,bangalore_rural,north-3,kaval byrasandra,school,Upper Primary,GUHPS MUSLIM COLONY,9741390787,19,9,2013,1,1,1,0,1,2
8,bangalore_rural,north-3,kaval byrasandra,school,Upper Primary,GUHPS VENKATESHPURA,9741390787,19,9,2013,1,1,1,0,1,1
9,bangalore_rural,bangalore south(banashankari),varthur,preschool,Anganwadi,SIDDAPURA,9741390717,19,9,2013,1,1,0,1,31,2
10,bangalore_rural,north-3,kaval byrasandra,school,Model Primary,GUMPS KG HALLI,9741390787,20,9,2013,1,1,1,1,1,2
11,bangalore_rural,north-3,kaval byrasandra,school,Upper Primary,GKHPS KG HALLI,9741390787,20,9,2013,1,1,1,0,1,2
12,bangalore_rural,north-3,pottery town,school,Upper Primary,GUHPBS FRAZER TOWN,9741390787,20,9,2013,1,0,1,1,1,1
13,bangalore_rural,north-3,kaval byrasandra,school,Lower Primary,GKLPS ASHOK NAGAR,9900077416,20,9,2013,1,1,1,1,1,2
14,bangalore_rural,north-3,kaval byrasandra,school,Lower Primary,GTLPS ASHOK NAGAR,9900077416,20,9,2013,1,1,1,1,0,2
15,bangalore_rural,north-3,kaval byrasandra,school,Upper Primary,GKMPS K B SANDRA,9900077416,20,9,2013,1,0,1,1,1,2
16,bangalore_rural,north-3,banaswadi,school,Lower Primary,GKLPS LINGARAJAPURAM A BLOCK,9900077416,20,9,2013,1,1,1,1,1,2
17,bangalore_rural,north-3,banaswadi,school,Model Primary,GKMPS LINGARAJAPURA,9900077416,20,9,2013,1,1,1,1,1,2
18,bangalore_rural,bangalore north (yelahanka),agrahara layout,preschool,Anganwadi,SRINIVASPURA,9741390717,21,9,2013,1,1,1,1,17,1
19,bangalore_rural,bangalore north (yelahanka),agrahara layout,preschool,Anganwadi,AMBEDKAR NAGAR (YELAHANKA),9741390717,23,9,2013,1,1,1,0,17,2
20,bangalore_rural,bangalore north (yelahanka),agrahara layout,preschool,Anganwadi,BYATARAYANAPURA 1,9741390717,23,9,2013,1,1,1,1,15,2
21,bangalore_rural,north-2,hebbal,school,Upper Primary,GKHPS CHOLANAYAKANAHALLI (HEBBAL),9900077414,24,9,2013,1,1,0,1,1,2
22,bangalore_rural,north-2,hebbal,school,Upper Primary,GKHPS MANNARAYANAPALYA,9900077414,24,9,2013,1,1,0,1,1,2
23,bangalore_rural,north-2,hebbal,school,Lower Primary,GKLPS VISHWANATH NAGENAHALLI,9900077414,24,9,2013,1,1,0,1,1,2
24,bangalore_rural,north-4,byatarayanapura,school,Model Primary,GKMPS NAGAVARA,9900077414,26,9,2013,1,1,1,0,1,2
25,bangalore_rural,north-4,byatarayanapura,school,Upper Primary,GKHPS GOVINDAPURA,9900077414,26,9,2013,1,0,1,1,1,2
26,bangalore_rural,north-4,byatarayanapura,school,Lower Primary,GKLPS VEERANNANA PALYA,9900077414,26,9,2013,1,1,1,1,0,2
27,bangalore_rural,north-4,byatarayanapura,school,Upper Primary,GUHPS AL-HILAL NAGAR,9900077414,26,9,2013,1,0,0,1,0,3
28,bangalore_rural,north-4,byatarayanapura,school,Lower Primary,GULPS GOVINDAPURA,9900077414,26,9,2013,1,0,0,1,0,3
29,bangalore_rural,sumangali seva ashrama,kodihalli,preschool,Anganwadi,BENNIGANA HALLI,9741390717,1,10,2013,1,1,1,1,15,2
30,bangalore_rural,north-4,byatarayanapura,school,Upper Primary,GKHPS AMRUTHAHALLI,9900077414,1,10,2013,1,1,1,1,1,2
31,bangalore_rural,north-4,byatarayanapura,school,Upper Primary,GUMPS NAGAVARA,9900077414,1,10,2013,1,0,1,0,1,3
32,bangalore_rural,north-4,byatarayanapura,school,Upper Primary,GUMPS NAGAVARA,9900077414,1,10,2013,1,0,1,0,1,3
33,bangalore_rural,north-4,byatarayanapura,school,Upper Primary,GKHPS CHOKKENAHALLI,9900077414,1,10,2013,1,1,0,1,1,2
34,bangalore_rural,north-4,byatarayanapura,school,Lower Primary,GKLPS AMRUTH NAGAR,9900077414,1,10,2013,1,1,1,1,1,2
35,bangalore_rural,north-4,byatarayanapura,school,Lower Primary,GKLPS SAMPIGEHALLI,9900077414,1,10,2013,1,1,0,1,1,2
36,bangalore_rural,sumangali seva ashrama,kodihalli,preschool,Anganwadi,YAMALURU 1,9741390717,3,10,2013,1,1,1,1,10,2
37,bangalore_rural,sumangali seva ashrama,kodihalli,preschool,Anganwadi,YEMALORE 2,9741390717,3,10,2013,1,1,1,1,7,2
38,bangalore_rural,sumangali seva ashrama,kodihalli,preschool,Anganwadi,KEMPAPURA,9741390717,3,10,2013,1,1,0,1,14,2
39,bangalore_rural,bangalore north (yelahanka),agrahara layout,preschool,Anganwadi,JAKKUR 2,9741390717,5,10,2013,1,1,0,1,15,2
40,bangalore_rural,bangalore north (yelahanka),hesaragatta,preschool,Anganwadi,MAVALIPURA,9741390717,7,10,2013,1,1,1,1,8,1
41,bangalore_rural,bangalore north (yelahanka),hesaragatta,preschool,Anganwadi,DODDABYALAKERE,9741390717,7,10,2013,1,1,1,1,13,1
42,bangalore_rural,sumangali seva ashrama,dodda banaswadi,preschool,Anganwadi,VIJANAPUR-6,9741390717,15,10,2013,1,1,0,1,5,3
43,bangalore_rural,north-3,banaswadi,school,Upper Primary,GKHPS DODDA BANASWADI,9741390792,18,10,2013,1,1,,,,
44,bangalore_rural,north-2,sriramapura,school,Upper Primary,GKGHPS SRIRAMPURA,9741390792,18,10,2013,0,0,0,0,0,2
45,bangalore_rural,bangalore south(banashankari),varthur,preschool,Anganwadi,GANDHIPURA,9741390717,21,10,2013,1,1,1,1,16,1
46,bangalore_rural,bangalore south(banashankari),varthur,preschool,Anganwadi,VIJAYNAGAR,9741390717,21,10,2013,1,0,0,0,20,3
47,bangalore_rural,sumangali seva ashrama,dodda banaswadi,preschool,Anganwadi,C.S.I.,9741390717,23,10,2013,1,1,1,1,15,1
48,bangalore_rural,sumangali seva ashrama,dodda banaswadi,preschool,Anganwadi,DODDABANASWADI,9741390717,30,10,2013,1,1,1,1,22,1
49,bangalore_rural,sumangali seva ashrama,dodda banaswadi,preschool,Anganwadi,KASTURI NAGAR,9741390811,30,10,2013,1,1,0,1,10,
50,bangalore_rural,sumangali seva ashrama,dodda banaswadi,preschool,Anganwadi,DODDABANASWADI,9741390811,30,10,2013,1,1,1,0,8,3
51,bangalore_rural,bangalore south(banashankari),k gollahalli,preschool,Anganwadi,AMBEDKAR NAGAR,9741390704,30,10,2013,1,1,1,1,38,1
52,bangalore_rural,bangalore central,sir m vishweshwariah 1st circle,preschool,Anganwadi,NEW TIMBERYARD  LAYOUT,9741390704,30,10,2013,1,0,0,1,23,2
53,bangalore_rural,bangalore central,sir m vishweshwariah 1st circle,preschool,Anganwadi,SANJAYNAGAR 1,9741390704,30,10,2013,1,1,1,1,18,1
54,bangalore_rural,bangalore south(banashankari),k gollahalli,preschool,Anganwadi,KUMBALAGODU,9741390704,31,10,2013,1,0,0,1,19,1
55,bangalore_rural,bangalore south(banashankari),k gollahalli,preschool,Anganwadi,HOSPALYA,9741390704,31,10,2013,1,1,1,1,16,2
56,bangalore_rural,sumangali seva ashrama,kodihalli,preschool,Anganwadi,KODIHALLI,9741390717,31,10,2013,1,1,1,1,38,1
57,bangalore_rural,bangalore south(banashankari),k gollahalli,preschool,Anganwadi,KANAMINIKE COLONY,9741390704,31,10,2013,1,1,1,1,21,1
58,bangalore_rural,sumangali seva ashrama,dodda banaswadi,preschool,Anganwadi,KASTURI NAGAR,9741390717,5,11,2013,1,1,1,1,47,
59,bangalore_rural,bangalore south(banashankari),kaggalipura,preschool,Anganwadi,TARALLU,9741390704,5,11,2013,1,1,1,1,7,2
60,bangalore_rural,bangalore south(banashankari),uttrahalli,preschool,Anganwadi,VAJARAHALLI(UTTRAHALLI),9741390704,5,11,2013,1,0,,,,
61,bangalore_rural,bangalore south(banashankari),uttrahalli,preschool,Anganwadi,VAJARAHALLI(UTTRAHALLI),9741390704,5,11,2013,1,1,1,1,29,1
62,bangalore_rural,sumangali seva ashrama,kodihalli,preschool,Anganwadi,BINNAMANGALA,9741390717,6,11,2013,1,1,1,1,10,2
63,bangalore_rural,anekal,anekal,school,Lower Primary,GKLPS BAHADURPURA,9844007560,6,11,2013,1,0,1,1,0,
64,bangalore_rural,sumangali seva ashrama,dodda banaswadi,preschool,Anganwadi,B. S.PALYA,9741390717,7,11,2013,1,1,0,1,20,2
65,bangalore_rural,sumangali seva ashrama,dodda banaswadi,preschool,Anganwadi,SUBAN PALYA,9741390717,7,11,2013,1,0,0,1,10,
66,bangalore_rural,bangalore south(banashankari),kengeri circle,preschool,Anganwadi,KENGERI,9741390704,7,11,2013,1,1,1,0,15,2
67,bangalore_rural,sumangali seva ashrama,kodihalli,preschool,Anganwadi,KODIHALLI -2,9741390717,7,11,2013,1,1,0,1,10,2
68,bangalore_rural,bmp-1,bmpcluster,school,Lower Primary,CPS TASKER TOWN,919886042017,8,11,2013,1,0,1,0,1,2
69,bangalore_rural,north-3,oph road,school,Upper Primary,GTHPS THIMMAIAH ROAD,9741390717,8,11,2013,1,1,,,,
70,bangalore_rural,north-3,kaval byrasandra,school,Upper Primary,GKHPS KARIYANPALYA,919742157297,9,11,2013,1,1,1,1,1,
71,bangalore_rural,bangalore central,sir m vishweshwariah 1st circle,preschool,Anganwadi,JYOTHI NAGAR (DEEPANJALI NAGAR),9686137697,9,11,2013,1,1,1,1,30,1
72,bangalore_rural,bangalore state,banashankari,preschool,Anganwadi,PRAGATI PURA 1,9035437118,9,11,2013,1,1,0,1,15,1
73,bangalore_rural,sumangali seva ashrama,dodda banaswadi,preschool,Anganwadi,KARIYANAPALYA2,919742157297,9,11,2013,1,1,1,1,1,1
74,bangalore_rural,sumangali seva ashrama,dodda banaswadi,preschool,Anganwadi,KARIYANAPALYA2,919742157297,9,11,2013,0,1,1,1,1,1
75,bangalore_urban,bangalore central,sir m vishweshwariah 1st circle,preschool,Anganwadi,ROUSHAN NAGAR,9686137697,9,11,2013,1,0,0,0,10,3
76,bangalore_urban,sumangali seva ashrama,kodihalli,preschool,Anganwadi,KODIHALLI,9980921316,9,11,2013,1,1,1,1,0,1
77,bangalore_urban,bangalore state,banashankari,preschool,Anganwadi,HARI COLONY 2,9035437118,9,11,2013,1,1,0,0,10,1
78,bangalore_urban,bangalore state,banashankari,preschool,Anganwadi,SARBANDEPALYA 2,9035437118,9,11,2013,1,1,0,1,15,1
79,bangalore_urban,bangalore state,banashankari,preschool,Anganwadi,SARBANDEPALYA,9035437118,9,11,2013,1,1,0,0,8,1
80,bangalore_urban,south-2,byatarayanapura,school,Lower Primary,GULPS ROSHAN NAGAR,9035803383,9,11,2013,1,1,1,1,1,1
81,bangalore_urban,north-3,pottery town,school,Model Primary,GKMPS POTTERYTOWN,8197674730,9,11,2013,1,1,1,1,1,
82,bangalore_urban,north-3,kaval byrasandra,school,Upper Primary,GKHPS KARIYANPALYA,919742157297,9,11,2013,1,1,1,1,1,1
83,bangalore_urban,south-2,arundhathinagar,school,Upper Primary,GUHPS GANGONDANAHALLI,9035803383,9,11,2013,1,0,1,1,1,1
84,bangalore_urban,bangalore north (yelahanka),kodigenahalli,preschool,Anganwadi,KAVAL BYSANDRA-3,9741390717,9,11,2013,1,1,0,1,10,3
85,bangalore_urban,north-3,oph road,school,Upper Primary,GTHPS THIMMAIAH ROAD,919742157297,11,11,2013,1,0,1,1,1,2
86,bangalore_urban,south-1,kaggalipura,school,Lower Primary,GKLPS VASUDEVAPURA,9035434513,11,11,2013,1,1,0,1,1,1
87,bangalore_urban,sumangali seva ashrama,kodihalli,preschool,Anganwadi,DOMMALURU,8050998018,11,11,2013,1,1,1,0,10,2
88,bangalore_urban,bangalore south(banashankari),begure,preschool,Anganwadi,BEGURE,8197388048,11,11,2013,1,1,0,1,1,2
89,bangalore_urban,anekal,haragadde,school,Lower Primary,GKLPS DENABANK BADAVANE,9686657645,11,11,2013,1,1,1,1,1,1
90,bangalore_urban,sumangali seva ashrama,kodihalli,preschool,Anganwadi,G.BYAPPANAHALLI 1,9686137697,11,11,2013,1,0,0,1,10,3
91,bangalore_urban,south-1,kaggalipura,school,Upper Primary,GKHPS GULAKAMALE,9035434513,11,11,2013,1,1,1,1,1,2
92,bangalore_urban,bangalore north (yelahanka),agrahara layout,preschool,Anganwadi,JAKKUR,919739752205,11,11,2013,1,1,1,1,2,2
93,bangalore_urban,south-3,domlur,school,Model Primary,GKMPS DOMLUR,8050396082,11,11,2013,1,1,1,1,1,1
94,bangalore_urban,anekal,haragadde,school,Lower Primary,GKLPS H. MANCHANAHALLI,9686657645,11,11,2013,1,1,1,1,1,1
95,bangalore_urban,north-3,oph road,school,Upper Primary,GUHPS REHMANIA,919742157297,11,11,2013,1,1,1,1,1,1
96,bangalore_urban,bangalore central,sir m vishweshwariah 1st circle,preschool,Anganwadi,BAPUJINAGARA I,9686137697,11,11,2013,1,1,1,1,14,2
97,bangalore_urban,sumangali seva ashrama,kodihalli,preschool,Anganwadi,KODIHALLI -2,8050998018,11,11,2013,1,1,1,1,7,2
98,bangalore_urban,bangalore central,sir m vishweshwariah 1st circle,preschool,Anganwadi,BAPUJINAGAR-II,9686137697,11,11,2013,1,1,0,1,22,1
99,bangalore_urban,bangalore north (yelahanka),agrahara layout,preschool,Anganwadi,JAKKUR 2,919739752205,11,11,2013,1,1,1,1,10,2
100,bangalore_urban,bmp-1,bmpcluster,school,Lower Primary,CPS NARAYAN PILLAI,919742157297,11,11,2013,1,0,1,1,1,1
101,bangalore_urban,anekal,haragadde,school,Lower Primary,GKLPS BANDENALLASANDRA,9686657645,11,11,2013,1,1,1,1,1,1
102,bangalore_urban,north-4,dodda bylagere,school,Upper Primary,GKHPS SOLADEVANAHALLI,918095984557,11,11,2013,1,1,1,1,1,2
103,bangalore_urban,bangalore central,netravathi,preschool,Anganwadi,DODDAMAVALLI /HALEGUDDADAHALLI,9686137697,11,11,2013,1,1,1,1,25,1
104,bangalore_urban,bangalore north (yelahanka),agrahara layout,preschool,Anganwadi,SAMPIGEHALLI,919739752205,11,11,2013,1,1,1,1,15,1
105,bangalore_urban,bangalore north (yelahanka),hreohalli,preschool,Anganwadi,HANUMANTHARAYANAPALYA,9741390717,11,11,2013,1,1,0,1,,
106,bangalore_urban,bangalore central,netravathi,preschool,Anganwadi,HAMEEDKHAN GARDEN,8951596192,11,11,2013,0,1,1,1,12,
107,bangalore_urban,bangalore central,netravathi,preschool,Anganwadi,HAMEEDKHAN GARDEN,8951596192,11,11,2013,1,1,1,1,12,2
108,bangalore_urban,anekal,haragadde,school,Model Primary,GKMPS JIGANI,9686657645,11,11,2013,1,1,1,0,0,2
109,bangalore_urban,south-1,kengeri,school,Upper Primary,GKHPS BABASABARAPALYA,9980425570,11,11,2013,1,1,1,1,1,1
110,bangalore_urban,bangalore north (yelahanka),sonnenahali,preschool,Anganwadi,BYATHA,919739752205,11,11,2013,1,0,0,0,,
111,bangalore_urban,south-3,domlur,school,Upper Primary,GUHPS ASHOKNAGAR,8050396082,11,11,2013,1,1,1,1,1,
112,bangalore_urban,bangalore central,netravathi,preschool,Anganwadi,APPAJAPPA GARDEN,8951596192,11,11,2013,0,1,0,0,0,2
113,bangalore_urban,bangalore north (yelahanka),mallasandra,preschool,Anganwadi,CHIKKABANNAVARA-1,918095984557,11,11,2013,1,0,1,1,50,2
114,bangalore_urban,bangalore north (yelahanka),agrahara layout,preschool,Anganwadi,JAKKUR LAYOUT 2,919739752205,11,11,2013,1,1,0,1,15,2
115,bangalore_urban,south-3,begur,school,Lower Primary,GKLPS NYANAPPANAHALLI,8197388048,11,11,2013,1,1,1,1,1,2
116,bangalore_urban,south-2,hosahalli,school,Lower Primary,GKHPS BAPUJINAGAR,9686137697,11,11,2013,1,1,1,0,1,1
117,bangalore_urban,south-3,begur,school,Lower Primary,GKLPS YELENAHALLI,8197388048,11,11,2013,1,1,1,1,1,2
118,bangalore_urban,bangalore central,sir m vishweshwariah 1st circle,preschool,Anganwadi,ANANTH NAGAR,9686137697,11,11,2013,1,1,1,1,30,1
119,bangalore_urban,anekal,haragadde,school,Upper Primary,GKHPS MADAPATNA,9686657645,11,11,2013,1,1,0,1,0,1
120,bangalore_urban,south-1,kaggalipura,school,Lower Primary,GKLPS NALLAKANADODDI,9035437118,11,11,2013,0,0,0,0,0,3
121,bangalore_urban,south-1,kaggalipura,school,Upper Primary,GKHPS NAGANAYAKANA HALLI,9035437118,12,11,2013,1,1,1,1,1,2
122,bangalore_urban,bangalore south(banashankari),kaggalipura,preschool,Anganwadi,NAGANAYAKANAHALLI,9035434513,12,11,2013,1,1,0,1,10,2
123,bangalore_urban,sumangali seva ashrama,kodihalli,preschool,Anganwadi,KODIHALLI,8050998018,12,11,2013,1,1,1,1,30,1
124,bangalore_urban,bangalore state,yashwanthpura,preschool,Anganwadi,SUBRAMANYA NAGAR,9632580151,12,11,2013,1,1,1,1,1,1
125,bangalore_urban,south-2,kalasipalya,school,Lower Primary,GULPS TARAMANDALPET,8951596192,12,11,2013,0,0,0,0,0,3
126,bangalore_urban,bangalore north (yelahanka),hreohalli,preschool,Anganwadi,MALLATHAHALLI,9880558904,12,11,2013,1,0,0,1,25,
127,bangalore_urban,bangalore south(banashankari),kaggalipura,preschool,Anganwadi,GUDIPALYA,9035437118,12,11,2013,1,0,0,1,6,2
128,bangalore_urban,south-2,kalasipalya,school,Upper Primary,GUHPS KALASIPALYA,8951596192,12,11,2013,1,1,1,1,1,1
129,bangalore_urban,bangalore state,yashwanthpura,preschool,Anganwadi,PRAKASH NAGAR,9632580151,12,11,2013,1,1,1,1,1,1
130,bangalore_urban,bangalore north (yelahanka),agrahara layout,preschool,Anganwadi,KATTGENAHALLI,919739752205,12,11,2013,1,1,1,1,25,1
131,bangalore_urban,south-2,kalasipalya,school,Upper Primary,GUHPS KUMBARPET,8951596192,12,11,2013,1,1,1,1,1,1
132,bangalore_urban,north-3,oph road,school,Lower Primary,GULPS MACKAN ROAD,919742157297,12,11,2013,1,1,1,1,1,2
133,bangalore_urban,bangalore north (yelahanka),hesaragatta,preschool,Anganwadi,HESARAGHATA II,8861040238,12,11,2013,1,1,1,1,20,2
134,bangalore_urban,bangalore north (yelahanka),agrahara layout,preschool,Anganwadi,AMBEDKAR NAGAR (YELAHANKA),919739752205,12,11,2013,1,1,1,1,12,1
135,bangalore_urban,bangalore central,netravathi,preschool,Anganwadi,RAJGOPAL GARDEN,8951596192,12,11,2013,1,1,0,1,1,1
136,bangalore_urban,bangalore state,yashwanthpura,preschool,Anganwadi,MARIYAPPANAPALYA,9632580151,12,11,2013,1,1,0,1,30,1
137,bangalore_urban,north-3,pottery town,school,Upper Primary,GTEHPS JEEVANAHALLI,8197674730,12,11,2013,1,1,0,1,1,1
138,bangalore_urban,bangalore south(banashankari),kaggalipura,preschool,Anganwadi,KERECHUDAHALLI,9035437118,12,11,2013,1,1,1,1,18,2
139,bangalore_urban,south-1,kaggalipura,school,Lower Primary,GKLPS KERE CHUDANA HALLI(KAGGALIPURA),9035437118,12,11,2013,1,1,1,1,1,2
140,bangalore_urban,south-3,ejipura,school,Model Primary,GKMPS NEELASANDRA,8050396082,12,11,2013,1,1,0,1,1,1
141,bangalore_urban,south-3,ejipura,school,Model Primary,GTMPS AUSTIN TOWN,8050396082,12,11,2013,1,1,1,1,1,1
142,bangalore_urban,south-4,jeevan bheema nagar,school,Model Primary,GKMPS KODIHALLI,8050998018,12,11,2013,1,1,1,0,1,2
143,bangalore_urban,bangalore state,yw circle,preschool,Anganwadi,R.J.I. COLONY,9632580151,12,11,2013,1,1,1,1,30,1
144,bangalore_urban,north-4,agrahara layout,school,Lower Primary,GKLPS VINAYAKNAGAR,919739752205,12,11,2013,1,1,1,0,1,1
145,bangalore_urban,bangalore central,sir m vishweshwariah 1st circle,preschool,Anganwadi,ARFATH NAGAR NEW GUDDADAHALLI,9686137697,12,11,2013,1,1,1,1,28,1
146,bangalore_urban,north-4,agrahara layout,school,Upper Primary,GKHPS PALANAHALLI,919739752205,12,11,2013,1,0,0,0,0,3
147,bangalore_urban,north-3,pottery town,school,Upper Primary,GKHPS JEEVANAHALLI,8197674730,12,11,2013,1,1,0,1,1,1
148,bangalore_urban,north-3,oph road,school,Upper Primary,GTHPS PAINERCHERRY,919742157297,12,11,2013,1,1,0,1,1,2
149,bangalore_urban,sumangali seva ashrama,murphy town,preschool,Anganwadi,JEEVANAHALLI,8197674730,12,11,2013,1,1,1,1,15,1
150,bangalore_urban,south-1,kaggalipura,school,Upper Primary,GKHPS SOMANAHALLI,9035437118,12,11,2013,1,1,0,1,,
151,bangalore_urban,bangalore central,netravathi,preschool,Anganwadi,Y.M.SHALEY,8951596192,12,11,2013,0,0,0,0,0,3
152,bangalore_urban,south-1,kaggalipura,school,Upper Primary,GKHPS SOMANAHALLI,9035437118,12,11,2013,1,1,1,1,1,2
153,bangalore_urban,bangalore south(banashankari),kaggalipura,preschool,Anganwadi,SOMANAHALLI II,9035437118,12,11,2013,1,1,1,1,18,2
154,bangalore_urban,bangalore south(banashankari),kaggalipura,preschool,Anganwadi,SOMANAHALLI  1,9035437118,12,11,2013,1,1,1,1,20,1
155,bangalore_urban,bangalore central,sir m vishweshwariah 1st circle,preschool,Anganwadi,SHAMANNA GARDAN,9686137697,12,11,2013,1,1,1,1,25,2
156,bangalore_urban,sumangali seva ashrama,sultanpalya,preschool,Anganwadi,DODDANA NAGAR 3,9686137697,12,11,2013,1,1,1,1,20,2
157,bangalore_urban,bangalore central,sir m vishweshwariah 1st circle,preschool,Anganwadi,ARFATH NAGAR 2,9686137697,12,11,2013,1,1,1,1,32,2
158,bangalore_urban,south-1,kaggalipura,school,Upper Primary,GKHPS RAVGODLU,9035437118,13,11,2013,1,1,1,1,1,1
159,bangalore_urban,bangalore south(banashankari),kaggalipura,preschool,Anganwadi,RAVUGODLU,9035437118,13,11,2013,1,1,1,1,15,1
160,bangalore_urban,south-2,govindarajnagar,school,Lower Primary,GKLPS AMARJYOTHINAGAR,9686137697,13,11,2013,1,0,1,1,1,1
161,bangalore_urban,bangalore north (yelahanka),agrahara layout,preschool,Anganwadi,JAKKUR LAYOUT 1,919739752205,13,11,2013,1,1,1,1,20,1
162,bangalore_urban,bangalore south(banashankari),kaggalipura,preschool,Anganwadi,RAVUGODLU COLONY,9035437118,13,11,2013,1,1,1,1,10,2
163,bangalore_urban,bangalore central,netravathi,preschool,Anganwadi,DRAUPADI DHARMARAYA DEVASTHANA,8951596192,13,11,2013,1,1,0,0,0,3
164,bangalore_urban,bangalore central,netravathi,preschool,Anganwadi,BANDIMODE,8951596192,13,11,2013,1,1,0,0,0,3
165,bangalore_urban,bangalore south(banashankari),byrathi,preschool,Anganwadi,KANNURU,9902732793,13,11,2013,1,1,1,1,1,2
166,bangalore_urban,bangalore north (yelahanka),agrahara layout,preschool,Anganwadi,SRIRAMPURA,919739752205,13,11,2013,1,1,1,1,30,1
167,bangalore_urban,north-4,byatarayanapura,school,Lower Primary,GULPS GOVINDAPURA,919742157297,13,11,2013,1,1,1,1,1,1
168,bangalore_urban,bangalore south(banashankari),byrathi,preschool,Anganwadi,BANDE HOSURU,9902732793,13,11,2013,1,1,1,1,1,2
169,bangalore_urban,bangalore central,netravathi,preschool,Anganwadi,VINOBHANAGER,8951596192,13,11,2013,1,1,0,1,1,2
170,bangalore_urban,bangalore central,netravathi,preschool,Anganwadi,KUMBARGUNDI,8951596192,13,11,2013,1,1,0,0,0,3
171,bangalore_urban,bangalore central,netravathi,preschool,Anganwadi,BADAMAKAAN I,8951596192,13,11,2013,1,1,1,1,12,1
172,bangalore_urban,bangalore central,netravathi,preschool,Akshara Balwadi,BADAMAKAAN  II,8951596192,13,11,2013,1,1,1,1,13,2
173,bangalore_urban,south-2,govindarajnagar,school,Lower Primary,GKLPS KAVERIPURA,9686137697,13,11,2013,1,1,1,1,1,1
174,bangalore_urban,south-1,kaggalipura,school,Lower Primary,GKLPS SADHANAPALYA,9035437118,13,11,2013,1,1,1,1,1,2
175,bangalore_urban,bangalore south(banashankari),kaggalipura,preschool,Anganwadi,HOSADODDI,9035437118,13,11,2013,1,1,1,1,10,2
176,bangalore_urban,bangalore south(banashankari),kaggalipura,preschool,Anganwadi,BOHLARE,9035437118,13,11,2013,1,1,1,1,10,2
177,bangalore_urban,bangalore south(banashankari),kaggalipura,preschool,Anganwadi,VEERASANDRA,9035437118,13,11,2013,1,1,1,1,8,2
178,bangalore_urban,south-1,kaggalipura,school,Upper Primary,GKHPS RAVGODLU,9035437118,13,11,2013,1,1,0,1,1,1
179,bangalore_urban,south-1,kaggalipura,school,Lower Primary,GKLPS NELAGULI,9035437118,13,11,2013,1,1,1,1,1,1
180,bangalore_urban,bangalore south(banashankari),kaggalipura,preschool,Anganwadi,RAVUGODLU COLONY,9035437118,13,11,2013,1,1,0,1,0,2
181,bangalore_urban,bangalore south(banashankari),kaggalipura,preschool,Anganwadi,NELGULI,9035437118,13,11,2013,1,1,1,1,5,2
182,bangalore_urban,bangalore south(banashankari),kaggalipura,preschool,Anganwadi,RAVUGODLU,9035437118,13,11,2013,1,1,1,1,10,1
183,bangalore_urban,sumangali seva ashrama,sultanpalya,preschool,Anganwadi,MUSLIM COLONY,918095984557,14,11,2013,1,1,0,0,10,3
184,bangalore_urban,south-2,chamarajpet,school,Lower Primary,GUMPS NEW GUDDADAHALLI,9035803383,14,11,2013,1,0,0,0,0,2
185,bangalore_urban,bangalore north (yelahanka),kadugondanahalli,preschool,Anganwadi,LINGRAJPURAM  3,9741390717,14,11,2013,1,1,0,0,17,2
186,bangalore_urban,bangalore north (yelahanka),agrahara layout,preschool,Anganwadi,BYATARAYANAPURA 2,919739752205,14,11,2013,1,1,1,1,6,2
187,bangalore_urban,anekal,haragadde,school,Lower Primary,GKLPS MARUTHINAGARA(JANATHA COLONY),9686657645,14,11,2013,1,1,0,1,1,2
188,bangalore_urban,bangalore north (yelahanka),agrahara layout,preschool,Anganwadi,BYATARAYANAPURA 1,919739752205,14,11,2013,1,1,1,1,10,1
189,bangalore_urban,north-3,d.j. halli,school,Upper Primary,GTHPS PERIYAR NAGAR,918095984557,14,11,2013,1,1,1,1,1,2
190,bangalore_urban,south-2,kalasipalya,school,Upper Primary,GKHPS G.R.GALLI,8951596192,14,11,2013,1,1,1,1,1,1
191,bangalore_urban,south-2,kalasipalya,school,Model Primary,GKMPS SULTHANPET,8951596192,14,11,2013,1,1,1,1,1,2
192,bangalore_urban,bangalore north (yelahanka),agrahara layout,preschool,Anganwadi,AMRUTHAHALLI KENDRA 1,919739752205,14,11,2013,1,,,,,
193,bangalore_urban,bangalore north (yelahanka),agrahara layout,preschool,Anganwadi,AMRUTHAHALLI KENDRA 1,919739752205,14,11,2013,0,0,0,0,0,3
